Elapsed time: 3.01406
Elapsed time: 2.989854
Elapsed time: 2.968676
Elapsed time: 2.974649
Elapsed time: 3.010204
Elapsed time: 3.046879
Elapsed time: 2.975483
Elapsed time: 2.969846
Elapsed time: 3.014452
Elapsed time: 3.003123
Elapsed time: 2.96592
Elapsed time: 2.973508
Elapsed time: 3.073337
Elapsed time: 2.938833
Elapsed time: 2.961942
Elapsed time: 2.974763
Elapsed time: 2.982188
Elapsed time: 3.015028
Elapsed time: 2.97022
Elapsed time: 2.960752
Elapsed time: 2.970988
Elapsed time: 2.978744
Elapsed time: 3.041419
Elapsed time: 2.959965
Elapsed time: 2.958056
Elapsed time: 2.994333
Elapsed time: 3.472437
Elapsed time: 3.458848
Elapsed time: 2.97698
Elapsed time: 3.00279
