Elapsed time: 159.44258
Elapsed time: 161.067342
Elapsed time: 160.885425
Elapsed time: 160.582952
Elapsed time: 161.69522
Elapsed time: 161.152593
Elapsed time: 160.867479
Elapsed time: 161.003736
Elapsed time: 160.891968
Elapsed time: 183.752869
Elapsed time: 161.254016
Elapsed time: 160.217433
Elapsed time: 161.822754
Elapsed time: 160.257344
Elapsed time: 159.68418
Elapsed time: 160.741758
Elapsed time: 160.088599
Elapsed time: 161.069031
Elapsed time: 160.193374
Elapsed time: 159.973629
Elapsed time: 160.86046
Elapsed time: 160.903114
Elapsed time: 160.543214
Elapsed time: 160.986511
Elapsed time: 160.140501
Elapsed time: 160.836254
Elapsed time: 161.06432
Elapsed time: 159.485001
Elapsed time: 160.637228
Elapsed time: 161.745295
