Elapsed time: 22.313626
Elapsed time: 22.241816
Elapsed time: 22.137361
Elapsed time: 22.283557
Elapsed time: 22.240378
Elapsed time: 22.209081
Elapsed time: 22.565157
Elapsed time: 22.243573
Elapsed time: 22.227896
Elapsed time: 22.249278
Elapsed time: 22.200752
Elapsed time: 22.139693
Elapsed time: 22.499933
Elapsed time: 22.163008
Elapsed time: 22.014642
Elapsed time: 22.435745
Elapsed time: 22.212578
Elapsed time: 22.100238
Elapsed time: 22.142028
Elapsed time: 22.057961
Elapsed time: 22.258213
Elapsed time: 22.295638
Elapsed time: 22.243498
Elapsed time: 22.175644
Elapsed time: 22.216383
Elapsed time: 22.604915
Elapsed time: 22.240356
Elapsed time: 22.19748
Elapsed time: 22.172936
Elapsed time: 22.185042
