Elapsed Time: 149.427825 seconds
Elapsed Time: 137.956631 seconds
Elapsed Time: 137.841112 seconds
Elapsed Time: 137.099637 seconds
Elapsed Time: 139.105816 seconds
Elapsed Time: 137.031256 seconds
Elapsed Time: 137.935483 seconds
Elapsed Time: 137.256767 seconds
Elapsed Time: 137.973293 seconds
Elapsed Time: 138.370605 seconds
Elapsed Time: 149.382188 seconds
Elapsed Time: 137.210466 seconds
Elapsed Time: 138.492979 seconds
Elapsed Time: 137.662401 seconds
Elapsed Time: 137.579543 seconds
Elapsed Time: 137.836317 seconds
Elapsed Time: 138.584032 seconds
Elapsed Time: 137.989835 seconds
Elapsed Time: 139.077660 seconds
Elapsed Time: 138.773525 seconds
Elapsed Time: 137.806170 seconds
Elapsed Time: 139.114355 seconds
Elapsed Time: 137.587238 seconds
Elapsed Time: 137.322859 seconds
Elapsed Time: 137.344284 seconds
Elapsed Time: 137.442879 seconds
Elapsed Time: 137.532418 seconds
Elapsed Time: 137.893162 seconds
Elapsed Time: 137.770639 seconds
Elapsed Time: 155.988779 seconds
