Elapsed Time: 1.520552 seconds
Elapsed Time: 1.520761 seconds
Elapsed Time: 1.519511 seconds
Elapsed Time: 1.522928 seconds
Elapsed Time: 1.524234 seconds
Elapsed Time: 1.521665 seconds
Elapsed Time: 1.519336 seconds
Elapsed Time: 1.522546 seconds
Elapsed Time: 1.519618 seconds
Elapsed Time: 1.518973 seconds
Elapsed Time: 1.519667 seconds
Elapsed Time: 1.518544 seconds
Elapsed Time: 1.520086 seconds
Elapsed Time: 1.519657 seconds
Elapsed Time: 1.521873 seconds
Elapsed Time: 1.520032 seconds
Elapsed Time: 1.527870 seconds
Elapsed Time: 1.548771 seconds
Elapsed Time: 1.524930 seconds
Elapsed Time: 1.550672 seconds
Elapsed Time: 1.526304 seconds
Elapsed Time: 1.523125 seconds
Elapsed Time: 1.537320 seconds
Elapsed Time: 1.519783 seconds
Elapsed Time: 1.519117 seconds
Elapsed Time: 1.542587 seconds
Elapsed Time: 1.519421 seconds
Elapsed Time: 1.534196 seconds
Elapsed Time: 1.522534 seconds
Elapsed Time: 1.790880 seconds
