Elapsed time: 10.338168
Elapsed time: 10.619961
Elapsed time: 10.360571
Elapsed time: 10.614906
Elapsed time: 10.304216
Elapsed time: 10.305801
Elapsed time: 10.296092
Elapsed time: 10.200941
Elapsed time: 10.321212
Elapsed time: 10.334989
Elapsed time: 10.218551
Elapsed time: 10.438088
Elapsed time: 10.228268
Elapsed time: 10.181018
Elapsed time: 10.329722
Elapsed time: 10.251213
Elapsed time: 10.310765
Elapsed time: 10.299808
Elapsed time: 10.327726
Elapsed time: 10.213508
Elapsed time: 10.31281
Elapsed time: 10.456224
Elapsed time: 10.277809
Elapsed time: 10.190549
Elapsed time: 10.355693
Elapsed time: 10.325255
Elapsed time: 10.218785
Elapsed time: 10.263912
Elapsed time: 10.338446
Elapsed time: 10.332992
