Elapsed time: 1.652453
Elapsed time: 1.649542
Elapsed time: 1.626562
Elapsed time: 1.65496
Elapsed time: 1.673807
Elapsed time: 1.676736
Elapsed time: 1.675288
Elapsed time: 1.649271
Elapsed time: 1.840641
Elapsed time: 1.678784
Elapsed time: 1.680141
Elapsed time: 1.639711
Elapsed time: 1.638906
Elapsed time: 1.690302
Elapsed time: 1.641022
Elapsed time: 1.668212
Elapsed time: 1.656063
Elapsed time: 1.665799
Elapsed time: 1.651642
Elapsed time: 1.646557
Elapsed time: 1.641311
Elapsed time: 1.657351
Elapsed time: 1.712806
Elapsed time: 1.650021
Elapsed time: 1.678365
Elapsed time: 1.639205
Elapsed time: 1.658005
Elapsed time: 1.644234
Elapsed time: 1.63823
Elapsed time: 1.684624
