Elapsed time: 55.297259
Elapsed time: 55.015279
Elapsed time: 56.100883
Elapsed time: 55.671836
Elapsed time: 55.963434
Elapsed time: 56.573701
Elapsed time: 55.536964
Elapsed time: 55.708125
Elapsed time: 55.425372
Elapsed time: 55.547881
Elapsed time: 55.451449
Elapsed time: 55.322053
Elapsed time: 55.220204
Elapsed time: 55.477254
Elapsed time: 55.274343
Elapsed time: 55.489632
Elapsed time: 54.950027
Elapsed time: 55.724428
Elapsed time: 54.707927
Elapsed time: 54.913674
Elapsed time: 55.320886
Elapsed time: 55.375007
Elapsed time: 54.953248
Elapsed time: 55.938003
Elapsed time: 55.579352
Elapsed time: 56.175968
Elapsed time: 55.81771
Elapsed time: 55.000017
Elapsed time: 55.904288
Elapsed time: 55.487767
