Elapsed time: 90.544423
Elapsed time: 90.114515
Elapsed time: 89.648516
Elapsed time: 90.131116
Elapsed time: 90.227615
Elapsed time: 90.319558
Elapsed time: 91.096481
Elapsed time: 90.079269
Elapsed time: 89.757739
Elapsed time: 89.715709
Elapsed time: 90.105136
Elapsed time: 89.769576
Elapsed time: 91.493734
Elapsed time: 89.974374
Elapsed time: 89.594254
Elapsed time: 89.561922
Elapsed time: 89.185415
Elapsed time: 89.754938
Elapsed time: 89.677278
Elapsed time: 89.895866
Elapsed time: 90.065224
Elapsed time: 90.159117
Elapsed time: 90.893939
Elapsed time: 89.85036
Elapsed time: 94.649474
Elapsed time: 89.602073
Elapsed time: 89.86359
Elapsed time: 90.655654
Elapsed time: 89.588055
Elapsed time: 89.375334
