Elapsed time: 69.101305
Elapsed time: 69.038532
Elapsed time: 69.7881
Elapsed time: 68.988487
Elapsed time: 69.15457
Elapsed time: 69.436897
Elapsed time: 69.399765
Elapsed time: 69.482849
Elapsed time: 69.049448
Elapsed time: 69.380488
Elapsed time: 69.116707
Elapsed time: 69.802347
Elapsed time: 69.423946
Elapsed time: 69.13502
Elapsed time: 69.018845
Elapsed time: 69.623437
Elapsed time: 69.407974
Elapsed time: 69.473373
Elapsed time: 69.332748
Elapsed time: 69.311867
Elapsed time: 69.312638
Elapsed time: 69.10094
Elapsed time: 69.417494
Elapsed time: 69.310805
Elapsed time: 69.671757
Elapsed time: 69.34457
Elapsed time: 69.300923
Elapsed time: 69.378079
Elapsed time: 69.401564
Elapsed time: 69.235743
