Elapsed time: 25.177224
Elapsed time: 25.262296
Elapsed time: 24.912772
Elapsed time: 24.981133
Elapsed time: 24.99095
Elapsed time: 25.421708
Elapsed time: 25.009396
Elapsed time: 25.327709
Elapsed time: 25.126144
Elapsed time: 25.120544
Elapsed time: 25.318821
Elapsed time: 25.106653
Elapsed time: 25.051284
Elapsed time: 25.187573
Elapsed time: 25.200333
Elapsed time: 24.92308
Elapsed time: 25.448761
Elapsed time: 25.089522
Elapsed time: 25.078573
Elapsed time: 25.015681
Elapsed time: 24.990341
Elapsed time: 24.815423
Elapsed time: 25.084056
Elapsed time: 25.144794
Elapsed time: 25.274567
Elapsed time: 25.123617
Elapsed time: 25.260092
Elapsed time: 25.234722
Elapsed time: 24.873735
Elapsed time: 25.333035
