Elapsed Time: 1.700256 seconds
Elapsed Time: 1.855917 seconds
Elapsed Time: 1.722821 seconds
Elapsed Time: 1.830933 seconds
Elapsed Time: 1.820742 seconds
Elapsed Time: 1.818341 seconds
Elapsed Time: 1.856986 seconds
Elapsed Time: 1.688059 seconds
Elapsed Time: 1.816157 seconds
Elapsed Time: 1.80463 seconds
Elapsed Time: 1.691068 seconds
Elapsed Time: 1.825026 seconds
Elapsed Time: 1.724549 seconds
Elapsed Time: 1.835025 seconds
Elapsed Time: 1.824648 seconds
Elapsed Time: 1.775269 seconds
Elapsed Time: 1.812718 seconds
Elapsed Time: 1.822749 seconds
Elapsed Time: 1.83688 seconds
Elapsed Time: 1.844218 seconds
Elapsed Time: 1.810191 seconds
Elapsed Time: 1.715088 seconds
Elapsed Time: 1.815604 seconds
Elapsed Time: 1.80988 seconds
Elapsed Time: 1.819699 seconds
Elapsed Time: 1.82571 seconds
Elapsed Time: 1.849185 seconds
Elapsed Time: 1.917266 seconds
Elapsed Time: 1.83821 seconds
Elapsed Time: 1.689706 seconds
