Elapsed Time: 16.685004 seconds
Elapsed Time: 16.762699 seconds
Elapsed Time: 16.771829 seconds
Elapsed Time: 16.750548 seconds
Elapsed Time: 16.771711 seconds
Elapsed Time: 16.856999 seconds
Elapsed Time: 16.791505 seconds
Elapsed Time: 16.799696 seconds
Elapsed Time: 16.766249 seconds
Elapsed Time: 16.888936 seconds
Elapsed Time: 16.800570 seconds
Elapsed Time: 16.762621 seconds
Elapsed Time: 16.810025 seconds
Elapsed Time: 16.785975 seconds
Elapsed Time: 16.792442 seconds
Elapsed Time: 16.776076 seconds
Elapsed Time: 17.159730 seconds
Elapsed Time: 16.772335 seconds
Elapsed Time: 16.781876 seconds
Elapsed Time: 16.774118 seconds
Elapsed Time: 16.770114 seconds
Elapsed Time: 16.774443 seconds
Elapsed Time: 16.764236 seconds
Elapsed Time: 16.769915 seconds
Elapsed Time: 16.763130 seconds
Elapsed Time: 16.808540 seconds
Elapsed Time: 16.764607 seconds
Elapsed Time: 16.774608 seconds
Elapsed Time: 16.773904 seconds
Elapsed Time: 16.764783 seconds
